date,sku_id,units_sold,revenue,unit_price,promo_flag
2025-09-10,SKU-032,15.0,1405.65,93.71,0
2026-05-22,SKU-052,6.0,1327.44,221.24,0
2025-10-29,SKU-029,2.0,180.74,90.37,0
2024-01-19,SKU-013,14.0,1117.06,79.79,0
2025-12-23,SKU-057,0.0,330.0,66.0,1
2025-04-09,SKU-019,3.0,226.71,75.57,0
2025-08-01,SKU-057,5.0,416.7,83.34,0
2025-05-17,SKU-015,7.0,406.21,58.03,0
2026-04-09,SKU-035,1.0,39.02,39.02,0
2024-01-15,SKU-028,1.0,26.65,26.65,0
2024-05-17,SKU-048,5.0,883.7,176.74,0
2025-04-19,SKU-029,4.0,361.48,90.37,0
2026-01-27,SKU-007,3.0,1261.11,420.37,0
2026-02-16,SKU-052,7.0,1354.64,193.52,1
2026-06-09,SKU-006,10.0,1443.4,144.34,0
2025-11-23,SKU-031,26.0,3133.52,120.52,1
2025-11-06,SKU-055,3.0,566.91,188.97,0
2025-04-01,SKU-060,17.0,3291.71,193.63,0
2024-01-31,SKU-058,3.0,1036.77,345.59,0
2026-06-23,SKU-015,7.0,406.21,58.03,0
2025-02-02,SKU-043,15.0,2429.85,161.99,0
2024-11-10,SKU-026,8.0,594.16,74.27,0
2024-11-28,SKU-014,34.0,513.74,15.11,1
2025-07-19,SKU-024,2.0,58.36,29.18,0
2026-06-08,SKU-011,1.0,220.84,220.84,0
2025-07-07,SKU-027,13.0,385.45,29.65,1
2025-01-17,SKU-001,4.0,740.12,185.03,0
2024-05-23,SKU-053,11.0,948.64,86.24,0
2025-09-03,SKU-042,6.0,343.2,57.2,0
2025-01-22,SKU-049,1.0,139.33,139.33,0
2025-06-11,SKU-043,10.0,1619.9,161.99,0
2024-04-28,SKU-003,12.0,3215.4,267.95,0
2025-09-23,SKU-056,1.0,216.25,216.25,0
2026-04-10,SKU-044,1.0,125.02,125.02,0
2024-01-06,SKU-013,16.0,1276.64,79.79,0
2024-05-24,SKU-026,15.0,967.5,64.5,1
2026-04-28,SKU-045,2.0,360.12,180.06,0
2025-06-29,SKU-013,17.0,1356.43,79.79,0
2024-07-21,SKU-005,1.0,490.6,490.6,0
2025-09-26,SKU-013,12.0,957.48,79.79,0
2025-09-16,SKU-048,5.0,883.7,176.74,0
2025-06-11,SKU-004,2.0,760.68,380.34,0
2024-07-02,SKU-049,2.0,224.84,112.42,1
2024-05-06,SKU-032,9.0,843.39,93.71,0
2025-01-24,SKU-001,3.0,555.09,185.03,0
2025-07-01,SKU-042,11.0,526.35,47.85,1
2025-02-02,SKU-053,7.0,603.68,86.24,0
2025-09-06,SKU-057,3.0,250.02,83.34,0
2026-05-04,SKU-003,7.0,1875.65,267.95,0
2025-06-21,SKU-037,2.0,138.6,69.3,0
2026-03-20,SKU-034,26.0,807.04,31.04,1
2025-08-30,SKU-020,9.0,617.13,68.57,0
2025-09-24,SKU-006,18.0,2598.12,144.34,0
2025-03-01,SKU-003,10.0,2679.5,267.95,0
2024-02-22,SKU-026,7.0,519.89,74.27,0
2024-05-14,SKU-048,2.0,353.48,176.74,0
2025-12-01,SKU-033,14.0,931.84,66.56,0
2025-03-19,SKU-008,0.0,615.56,307.78,1
2026-01-23,SKU-039,1.0,76.54,76.54,0
2025-03-23,SKU-048,6.0,1060.44,176.74,0
2026-06-22,SKU-047,2.0,92.6,46.3,0
2024-05-09,SKU-027,5.0,173.05,34.61,0
2026-08-13,SKU-021,4.0,156.84,39.21,1
2024-03-10,SKU-027,8.0,276.88,34.61,0
2024-03-02,SKU-006,9.0,1299.06,144.34,0
2024-08-26,SKU-031,6.0,854.88,142.48,0
2024-07-10,SKU-020,8.0,548.56,68.57,0
2025-12-01,SKU-012,2.0,458.4,229.2,0
2026-06-28,SKU-031,13.0,1852.24,142.48,0
2026-03-17,SKU-060,19.0,3195.99,168.21,1
2024-12-11,SKU-008,1.0,371.2,371.2,0
2026-05-27,SKU-034,19.0,761.52,40.08,0
2026-08-23,SKU-019,2.0,151.14,75.57,0
2025-01-01,SKU-015,10.0,460.9,46.09,1
2025-06-05,SKU-001,7.0,1295.21,185.03,0
2024-01-03,SKU-012,2.0,408.46,204.23,1
2024-08-20,SKU-025,17.0,1322.77,77.81,1
2024-01-26,SKU-052,4.0,884.96,221.24,0
2025-09-14,SKU-025,12.0,1092.6,91.05,0
2024-01-29,SKU-037,3.0,207.9,69.3,0
2024-01-01,SKU-045,2.0,300.68,150.34,1
2024-07-23,SKU-052,10.0,2212.4,221.24,0
2026-06-26,SKU-025,8.0,728.4,91.05,0
2026-01-28,SKU-051,2.0,118.08,59.04,0
2025-10-02,SKU-019,3.0,226.71,75.57,0
2024-03-10,SKU-007,6.0,2522.22,420.37,0
2026-06-07,SKU-020,2.0,137.14,68.57,0
2025-03-22,SKU-043,12.0,1943.88,161.99,0
2025-04-25,SKU-006,13.0,1876.42,144.34,0
2026-05-29,SKU-025,19.0,1374.27,72.33,1
2025-07-14,SKU-002,4.0,737.44,184.36,0
2026-04-18,SKU-046,2.0,181.58,90.79,0
2024-04-11,SKU-005,2.0,981.2,490.6,0
2024-11-29,SKU-024,2.0,44.36,22.18,1
2026-07-26,SKU-036,14.0,678.02,48.43,0
2025-06-22,SKU-037,2.0,138.6,69.3,0
2024-09-24,SKU-059,6.0,1326.36,221.06,0
2025-09-21,SKU-005,2.0,981.2,490.6,0
2026-07-23,SKU-036,13.0,629.59,48.43,0
2025-05-15,SKU-033,14.0,931.84,66.56,0
2026-06-27,SKU-034,13.0,521.04,40.08,0
2025-12-06,SKU-020,10.0,685.7,68.57,0
2025-08-04,SKU-042,7.0,400.4,57.2,0
2024-09-16,SKU-003,5.0,1339.75,267.95,0
2025-07-01,SKU-023,3.0,192.69,64.23,1
2025-03-19,SKU-030,2.0,57.92,28.96,1
2025-09-23,SKU-038,2.0,166.24,83.12,0
2025-03-18,SKU-031,12.0,1324.44,110.37,1
2026-01-07,SKU-025,12.0,1092.6,91.05,0
2025-02-18,SKU-020,12.0,822.84,68.57,0
2026-06-16,SKU-060,21.0,4066.23,193.63,0
2026-04-25,SKU-059,2.0,442.12,221.06,0
2025-06-01,SKU-004,2.0,760.68,380.34,0
2024-12-21,SKU-048,11.0,1667.16,151.56,1
2026-08-23,SKU-015,8.0,464.24,58.03,0
2025-02-25,SKU-044,5.0,625.1,125.02,0
2024-04-10,SKU-041,1.0,59.71,59.71,0
2024-05-28,SKU-048,0.0,0.0,176.74,0
2024-09-09,SKU-003,17.0,3478.37,204.61,1
2026-05-05,SKU-054,5.0,1086.5,217.3,0
2024-10-05,SKU-003,7.0,1875.65,267.95,0
2024-03-10,SKU-019,3.0,226.71,75.57,0
2025-08-30,SKU-012,0.0,229.2,229.2,0
2025-06-26,SKU-035,1.0,39.02,39.02,0
2026-07-19,SKU-039,2.0,153.08,76.54,0
2025-07-07,SKU-033,18.0,983.88,54.66,1
2025-07-18,SKU-002,4.0,737.44,184.36,0
2024-10-11,SKU-025,25.0,1918.5,76.74,1
2024-10-03,SKU-025,14.0,1274.7,91.05,0
2025-12-03,SKU-038,4.0,332.48,83.12,0
2026-03-05,SKU-022,18.0,1143.36,63.52,0
2024-10-31,SKU-036,7.0,339.01,48.43,0
2024-03-22,SKU-037,5.0,346.5,69.3,0
2026-03-16,SKU-018,18.0,1095.48,60.86,1
2024-08-16,SKU-031,10.0,1165.6,116.56,1
2024-04-30,SKU-040,2.0,87.5,43.75,0
2024-03-06,SKU-003,6.0,1607.7,267.95,0
2026-03-21,SKU-029,2.0,140.84,70.42,1
2024-11-23,SKU-058,2.0,561.44,280.72,1
2024-01-30,SKU-045,2.0,360.12,180.06,0
2026-05-03,SKU-003,4.0,1071.8,267.95,0
2024-11-10,SKU-058,3.0,1036.77,345.59,0
2025-08-28,SKU-024,2.0,58.36,29.18,0
2025-12-08,SKU-021,4.0,183.4,45.85,0
2024-02-02,SKU-013,15.0,1196.85,79.79,0
2026-02-21,SKU-031,13.0,1852.24,142.48,0
2024-12-01,SKU-024,2.0,58.36,29.18,0
2026-01-18,SKU-048,15.0,2651.1,176.74,0
2026-04-30,SKU-001,4.0,740.12,185.03,0
2026-06-22,SKU-033,0.0,532.48,66.56,0
2026-01-21,SKU-038,2.0,166.24,83.12,0
2026-04-10,SKU-054,2.0,434.6,217.3,0
2026-07-31,SKU-027,6.0,207.66,34.61,0
2024-02-19,SKU-008,3.0,984.03,328.01,1
2026-05-25,SKU-038,5.0,333.6,66.72,1
2025-05-19,SKU-046,4.0,363.16,90.79,0
2026-03-09,SKU-027,6.0,207.66,34.61,0
2026-04-19,SKU-042,12.0,686.4,57.2,0
2025-07-19,SKU-032,21.0,1967.91,93.71,0
2025-06-20,SKU-053,15.0,1293.6,86.24,0
2024-03-26,SKU-041,1.0,59.71,59.71,0
2025-09-30,SKU-004,4.0,1521.36,380.34,0
2025-09-20,SKU-027,4.0,138.44,34.61,0
2025-02-13,SKU-021,4.0,183.4,45.85,0
2026-02-21,SKU-004,2.0,760.68,380.34,0
2025-05-04,SKU-032,15.0,1405.65,93.71,0
2025-09-19,SKU-006,14.0,2020.76,144.34,0
2025-10-19,SKU-011,1.0,220.84,220.84,0
2025-09-25,SKU-043,6.0,971.94,161.99,0
2025-09-28,SKU-049,1.0,139.33,139.33,0
2026-06-29,SKU-037,0.0,69.3,69.3,0
2024-11-13,SKU-047,4.0,185.2,46.3,0
2025-11-03,SKU-010,7.0,4145.68,592.24,0
2025-03-15,SKU-006,15.0,1927.2,128.48,1
2026-02-22,SKU-018,5.0,378.5,75.7,0
2024-12-31,SKU-026,1.0,74.27,74.27,0
2024-04-06,SKU-036,14.0,678.02,48.43,0
2024-01-02,SKU-034,23.0,794.65,34.55,1
2025-02-19,SKU-056,1.0,189.61,189.61,1
2025-12-14,SKU-049,1.0,139.33,139.33,0
2025-09-06,SKU-038,0.0,0.0,83.12,0
2026-08-20,SKU-013,28.0,1981.84,70.78,1
2026-06-10,SKU-027,5.0,173.05,34.61,0
2026-01-29,SKU-020,7.0,479.99,68.57,0
2025-06-19,SKU-031,15.0,2137.2,142.48,0
2024-04-20,SKU-044,5.0,625.1,125.02,0
2025-01-28,SKU-019,2.0,151.14,75.57,0
2026-02-12,SKU-007,10.0,4203.7,420.37,0
2025-03-21,SKU-051,5.0,264.6,52.92,1
2025-10-15,SKU-019,8.0,522.64,65.33,1
2025-01-11,SKU-046,1.0,90.79,90.79,0
2024-05-10,SKU-014,14.0,249.9,17.85,0
2026-05-12,SKU-050,1.0,200.32,200.32,0
2025-11-28,SKU-060,16.0,2732.16,170.76,1
2024-07-01,SKU-044,3.0,308.43,102.81,1
2025-11-02,SKU-054,2.0,434.6,217.3,0
2025-11-03,SKU-040,1.0,43.75,43.75,0
2025-05-23,SKU-034,29.0,878.7,30.3,1
2026-01-07,SKU-049,2.0,278.66,139.33,0
2026-08-31,SKU-019,3.0,226.71,75.57,0
2026-04-08,SKU-019,4.0,302.28,75.57,0
2026-01-14,SKU-030,1.0,35.99,35.99,0
2025-04-23,SKU-026,12.0,891.24,74.27,0
2026-05-11,SKU-032,18.0,1686.78,93.71,0
2024-04-09,SKU-037,1.0,69.3,69.3,0
2025-10-10,SKU-042,22.0,1103.52,50.16,1
2026-04-27,SKU-029,2.0,180.74,90.37,0
2026-05-19,SKU-015,8.0,464.24,58.03,0
2026-04-15,SKU-032,13.0,1218.23,93.71,0
2024-03-18,SKU-058,3.0,907.08,302.36,1
2025-12-20,SKU-045,2.0,322.2,161.1,1
2025-08-23,SKU-055,5.0,944.85,188.97,0
2025-02-17,SKU-016,25.0,584.75,23.39,1
2024-01-18,SKU-051,2.0,118.08,59.04,0
2025-01-21,SKU-036,13.0,629.59,48.43,0
2024-02-21,SKU-037,1.0,69.3,69.3,0
2025-05-09,SKU-060,7.0,1355.41,193.63,0
2025-07-19,SKU-014,16.0,285.6,17.85,0
2024-09-17,SKU-031,17.0,2422.16,142.48,0
2025-11-15,SKU-020,4.0,274.28,68.57,0
2025-02-06,SKU-042,7.0,400.4,57.2,0
2024-04-11,SKU-033,16.0,1064.96,66.56,0
2026-02-19,SKU-025,12.0,1092.6,91.05,0
2026-07-25,SKU-016,13.0,365.95,28.15,0
2024-12-20,SKU-015,8.0,416.96,52.12,1
2026-06-03,SKU-031,12.0,1709.76,142.48,0
2025-08-15,SKU-018,12.0,802.08,66.84,1
2025-03-07,SKU-042,9.0,514.8,57.2,0
2025-01-09,SKU-029,3.0,271.11,90.37,0
2024-07-04,SKU-026,10.0,568.2,56.82,1
2024-04-26,SKU-027,1.0,34.61,34.61,0
2025-11-10,SKU-002,1.0,184.36,184.36,0
2024-08-22,SKU-045,1.0,180.06,180.06,0
2024-02-14,SKU-032,27.0,2108.7,78.1,1
2024-10-12,SKU-043,35.0,4270.35,122.01,1
2026-06-13,SKU-021,4.0,183.4,45.85,0
2026-08-17,SKU-038,5.0,372.9,74.58,1
2025-04-22,SKU-017,1.0,44.17,44.17,0
2025-08-07,SKU-013,15.0,1196.85,79.79,0
2025-03-10,SKU-019,5.0,377.85,75.57,0
2026-01-25,SKU-055,2.0,377.94,188.97,0
2026-02-10,SKU-003,5.0,1339.75,267.95,0
2025-05-03,SKU-052,7.0,1548.68,221.24,0
2026-08-21,SKU-009,1.0,148.6,148.6,0
2024-08-02,SKU-043,10.0,1619.9,161.99,0
2025-11-09,SKU-008,0.0,742.4,371.2,0
2026-03-06,SKU-032,21.0,1967.91,93.71,0
2026-01-19,SKU-046,6.0,544.74,90.79,0
2026-02-09,SKU-051,5.0,295.2,59.04,0
2025-10-15,SKU-023,2.0,121.14,60.57,1
2024-11-11,SKU-052,4.0,884.96,221.24,0
2026-06-08,SKU-044,2.0,250.04,125.02,0
2025-11-28,SKU-023,2.0,115.04,57.52,1
2026-06-22,SKU-010,4.0,2368.96,592.24,0
2026-01-30,SKU-044,2.0,250.04,125.02,0
2026-08-24,SKU-037,3.0,207.9,69.3,0
2025-08-27,SKU-045,1.0,180.06,180.06,0
2026-03-25,SKU-024,5.0,145.9,29.18,0
2026-05-05,SKU-031,8.0,1139.84,142.48,0
2024-01-11,SKU-032,18.0,1686.78,93.71,0
2025-05-15,SKU-054,6.0,1303.8,217.3,0
2026-06-28,SKU-012,2.0,458.4,229.2,0
2026-04-16,SKU-006,14.0,2020.76,144.34,0
2025-07-18,SKU-015,6.0,348.18,58.03,0
2025-12-22,SKU-044,5.0,496.65,99.33,1
2025-10-25,SKU-018,7.0,529.9,75.7,0
2024-03-21,SKU-026,11.0,652.63,59.33,1
2025-01-09,SKU-053,5.0,431.2,86.24,0
2024-08-19,SKU-025,15.0,1090.2,72.68,1
2024-03-08,SKU-011,2.0,441.68,220.84,0
2025-08-16,SKU-018,8.0,476.96,59.62,1
2026-07-27,SKU-053,18.0,1552.32,86.24,0
2024-03-22,SKU-038,5.0,415.6,83.12,0
2025-10-01,SKU-007,8.0,3362.96,420.37,0
2025-02-27,SKU-022,17.0,1079.84,63.52,0
2025-01-13,SKU-049,0.0,0.0,139.33,0
2026-02-18,SKU-038,2.0,125.74,62.87,1
2025-04-25,SKU-052,4.0,884.96,221.24,0
2024-02-14,SKU-038,5.0,338.35,67.67,1
2025-08-03,SKU-022,5.0,317.6,63.52,0
2025-12-06,SKU-019,3.0,226.71,75.57,0
2026-04-18,SKU-008,2.0,742.4,371.2,0
2024-03-15,SKU-060,12.0,2058.72,171.56,1
2024-01-03,SKU-014,27.0,367.2,13.6,1
2024-01-01,SKU-001,8.0,1128.08,141.01,1
2025-09-18,SKU-044,3.0,375.06,125.02,0
2024-05-16,SKU-051,2.0,118.08,59.04,0
2026-01-05,SKU-037,4.0,277.2,69.3,0
2025-05-21,SKU-031,10.0,1424.8,142.48,0
2025-09-26,SKU-007,11.0,4624.07,420.37,0
2026-03-02,SKU-031,10.0,1424.8,142.48,0
2024-03-29,SKU-008,3.0,1113.6,371.2,0
2026-03-13,SKU-041,2.0,119.42,59.71,0
2024-08-06,SKU-046,1.0,90.79,90.79,0
2025-04-18,SKU-002,1.0,184.36,184.36,0
2024-05-24,SKU-028,2.0,45.24,22.62,1
2025-02-06,SKU-001,1.0,185.03,185.03,0
2026-08-22,SKU-007,8.0,3362.96,420.37,0
2025-04-25,SKU-030,2.0,71.98,35.99,0
2024-01-26,SKU-044,3.0,375.06,125.02,0
2024-05-04,SKU-036,10.0,484.3,48.43,0
2026-01-04,SKU-030,5.0,179.95,35.99,0
2024-04-02,SKU-058,2.0,691.18,345.59,0
2024-03-19,SKU-013,0.0,1325.63,69.77,1
2025-01-20,SKU-027,7.0,242.27,34.61,0
2025-03-06,SKU-032,10.0,937.1,93.71,0
2024-04-30,SKU-060,11.0,2129.93,193.63,0
2026-01-29,SKU-033,11.0,732.16,66.56,0
2026-06-09,SKU-037,6.0,415.8,69.3,0
2026-03-26,SKU-025,6.0,546.3,91.05,0
2025-02-09,SKU-035,1.0,39.02,39.02,0
2025-04-22,SKU-022,15.0,952.8,63.52,0
2024-02-14,SKU-012,4.0,715.0,178.75,1
2025-06-22,SKU-055,5.0,944.85,188.97,0
2025-11-14,SKU-032,14.0,1311.94,93.71,0
2026-08-05,SKU-060,10.0,1936.3,193.63,0
2026-01-29,SKU-036,9.0,435.87,48.43,0
2024-08-28,SKU-012,2.0,458.4,229.2,0
2024-09-29,SKU-019,2.0,151.14,75.57,0
2024-06-13,SKU-012,3.0,687.6,229.2,0
2024-12-09,SKU-021,2.0,91.7,45.85,0
2024-03-21,SKU-008,3.0,903.63,301.21,1
2025-03-13,SKU-035,1.0,39.02,39.02,0
2025-03-01,SKU-035,2.0,78.04,39.02,0
2026-05-30,SKU-054,1.0,217.3,217.3,0
2024-10-26,SKU-001,1.0,185.03,185.03,0
2024-05-16,SKU-027,5.0,173.05,34.61,0
2025-08-29,SKU-026,8.0,594.16,74.27,0
2026-08-29,SKU-018,8.0,605.6,75.7,0
2025-07-01,SKU-025,19.0,1305.68,68.72,1
2025-05-12,SKU-051,2.0,118.08,59.04,0
2026-05-14,SKU-003,11.0,2947.45,267.95,0
2026-07-26,SKU-012,3.0,687.6,229.2,0
2025-05-23,SKU-005,6.0,2275.32,379.22,1
2025-06-14,SKU-005,1.0,490.6,490.6,0
2025-12-20,SKU-037,7.0,411.74,58.82,1
2026-04-06,SKU-036,11.0,532.73,48.43,0
2025-05-11,SKU-029,2.0,180.74,90.37,0
2024-06-24,SKU-012,1.0,229.2,229.2,0
2025-07-20,SKU-054,5.0,1086.5,217.3,0
2024-01-18,SKU-026,10.0,742.7,74.27,0
2025-11-24,SKU-033,14.0,748.44,53.46,1
2024-11-26,SKU-051,5.0,240.7,48.14,1
2025-11-07,SKU-052,8.0,1769.92,221.24,0
2025-10-23,SKU-053,18.0,1552.32,86.24,0
2024-06-03,SKU-053,21.0,1811.04,86.24,0
2024-07-05,SKU-045,1.0,154.75,154.75,1
2026-02-21,SKU-020,7.0,479.99,68.57,0
2024-10-30,SKU-027,3.0,103.83,34.61,0
2024-09-24,SKU-057,2.0,166.68,83.34,0
2026-04-02,SKU-044,1.0,125.02,125.02,0
2026-06-26,SKU-054,5.0,1086.5,217.3,0
2025-12-04,SKU-038,2.0,166.24,83.12,0
2025-03-19,SKU-042,19.0,881.03,46.37,1
2026-02-26,SKU-002,5.0,921.8,184.36,0
2025-06-13,SKU-029,1.0,90.37,90.37,0
2024-11-10,SKU-015,8.0,464.24,58.03,0
2026-01-28,SKU-044,2.0,250.04,125.02,0
2026-02-05,SKU-014,10.0,178.5,17.85,0
2024-04-03,SKU-034,14.0,561.12,40.08,0
2024-01-04,SKU-034,5.0,200.4,40.08,0
2025-06-20,SKU-026,5.0,371.35,74.27,0
2024-08-20,SKU-056,1.0,171.79,171.79,1
2025-04-01,SKU-054,3.0,651.9,217.3,0
2025-11-21,SKU-045,3.0,540.18,180.06,0
2024-07-20,SKU-018,8.0,605.6,75.7,0
2025-10-05,SKU-039,1.0,76.54,76.54,0
2024-10-12,SKU-010,10.0,4733.4,473.34,1
2025-01-31,SKU-014,17.0,303.45,17.85,0
2025-06-19,SKU-023,1.0,73.13,73.13,0
2026-08-29,SKU-014,19.0,339.15,17.85,0
2024-03-05,SKU-024,4.0,116.72,29.18,0
2025-11-04,SKU-025,13.0,1183.65,91.05,0
2026-04-07,SKU-034,0.0,521.04,40.08,0
2026-06-25,SKU-040,1.0,43.75,43.75,0
2025-11-08,SKU-036,13.0,629.59,48.43,0
2024-08-17,SKU-026,14.0,795.34,56.81,1
2025-10-18,SKU-030,1.0,35.99,35.99,0
2024-04-16,SKU-018,9.0,681.3,75.7,0
2025-12-31,SKU-037,7.0,485.1,69.3,0
2025-08-03,SKU-051,6.0,354.24,59.04,0
2026-01-20,SKU-030,3.0,107.97,35.99,0
2025-10-11,SKU-043,31.0,3817.03,123.13,1
2026-02-28,SKU-040,1.0,43.75,43.75,0
2025-04-17,SKU-048,7.0,1237.18,176.74,0
2024-12-04,SKU-024,1.0,29.18,29.18,0
2024-02-18,SKU-019,5.0,337.1,67.42,1
2025-05-28,SKU-042,9.0,406.62,45.18,1
2025-09-26,SKU-056,2.0,432.5,216.25,0
2025-12-29,SKU-008,3.0,1113.6,371.2,0
2026-04-09,SKU-032,9.0,843.39,93.71,0
2024-02-29,SKU-060,3.0,580.89,193.63,0
2024-08-06,SKU-042,9.0,514.8,57.2,0
2025-05-14,SKU-021,1.0,45.85,45.85,0
2024-03-09,SKU-013,18.0,1436.22,79.79,0
2025-10-08,SKU-001,3.0,555.09,185.03,0
2025-02-09,SKU-024,5.0,145.9,29.18,0
2024-03-17,SKU-058,11.0,3194.51,290.41,1
2024-07-24,SKU-005,3.0,1471.8,490.6,0
2025-11-15,SKU-022,12.0,762.24,63.52,0
2024-09-18,SKU-003,13.0,3483.35,267.95,0
2025-09-17,SKU-020,10.0,685.7,68.57,0
2025-12-19,SKU-003,12.0,2482.56,206.88,1
2026-08-02,SKU-011,1.0,220.84,220.84,0
2025-01-23,SKU-034,18.0,721.44,40.08,0
2026-06-08,SKU-041,1.0,59.71,59.71,0
2026-07-05,SKU-006,17.0,2093.89,123.17,1
2025-02-02,SKU-013,12.0,957.48,79.79,0
2026-01-29,SKU-021,3.0,137.55,45.85,0
2024-03-03,SKU-051,2.0,118.08,59.04,0
2024-07-29,SKU-049,1.0,139.33,139.33,0
2026-04-24,SKU-018,8.0,605.6,75.7,0
2026-03-16,SKU-032,20.0,1539.8,76.99,1
2024-02-22,SKU-037,4.0,277.2,69.3,0
2026-06-03,SKU-010,5.0,2961.2,592.24,0
2025-01-05,SKU-013,11.0,877.69,79.79,0
2024-12-14,SKU-014,12.0,214.2,17.85,0
2024-08-14,SKU-051,12.0,590.16,49.18,1
2026-02-22,SKU-031,13.0,1852.24,142.48,0
2024-08-13,SKU-025,15.0,1087.05,72.47,1
2024-02-04,SKU-044,0.0,0.0,125.02,0
2025-12-26,SKU-026,6.0,445.62,74.27,0
2026-02-22,SKU-023,1.0,73.13,73.13,0
2025-08-16,SKU-016,34.0,831.64,24.46,1
2025-12-30,SKU-004,1.0,380.34,380.34,0
2026-04-09,SKU-014,19.0,339.15,17.85,0
2025-07-20,SKU-022,10.0,635.2,63.52,0
2024-11-16,SKU-008,1.0,371.2,371.2,0
2024-11-20,SKU-024,1.0,29.18,29.18,0
2025-03-05,SKU-019,3.0,226.71,75.57,0
2025-09-04,SKU-015,8.0,464.24,58.03,0
2026-04-14,SKU-047,1.0,46.3,46.3,0
2024-11-03,SKU-038,1.0,83.12,83.12,0
2025-08-28,SKU-007,8.0,3362.96,420.37,0
2025-05-05,SKU-054,1.0,217.3,217.3,0
2026-03-19,SKU-019,2.0,113.6,56.8,1
2024-09-11,SKU-008,1.0,371.2,371.2,0
2025-11-12,SKU-058,2.0,691.18,345.59,0
2025-10-27,SKU-053,11.0,948.64,86.24,0
2024-03-19,SKU-044,3.0,307.62,102.54,1
2026-06-06,SKU-058,3.0,1036.77,345.59,0
2025-02-27,SKU-005,3.0,1471.8,490.6,0
2024-11-05,SKU-028,1.0,26.65,26.65,0
2025-02-19,SKU-008,2.0,612.44,306.22,1
2025-09-21,SKU-009,2.0,297.2,148.6,0
2024-02-25,SKU-038,3.0,249.36,83.12,0
2025-11-01,SKU-030,1.0,35.99,35.99,0
2024-07-30,SKU-038,2.0,166.24,83.12,0
2024-08-13,SKU-048,8.0,1260.16,157.52,1
2026-07-31,SKU-050,1.0,200.32,200.32,0
2025-12-14,SKU-042,7.0,400.4,57.2,0
2024-07-07,SKU-044,5.0,552.5,110.5,1
2024-08-25,SKU-056,2.0,432.5,216.25,0
2025-05-31,SKU-058,5.0,1473.25,294.65,1
2024-10-26,SKU-005,7.0,3434.2,490.6,0
2024-12-02,SKU-059,2.0,442.12,221.06,0
2025-11-07,SKU-059,3.0,663.18,221.06,0
2024-08-18,SKU-058,7.0,1973.72,281.96,1
2024-10-25,SKU-020,5.0,342.85,68.57,0
2024-07-09,SKU-044,2.0,250.04,125.02,0
2026-06-30,SKU-025,3.0,273.15,91.05,0
2024-09-15,SKU-037,2.0,138.6,69.3,0
2025-02-06,SKU-008,2.0,742.4,371.2,0
2025-10-29,SKU-047,3.0,138.9,46.3,0
2025-05-12,SKU-024,0.0,175.08,29.18,0
2025-12-27,SKU-014,16.0,285.6,17.85,0
2025-04-05,SKU-022,13.0,825.76,63.52,0
2026-04-27,SKU-008,0.0,742.4,371.2,0
2025-06-20,SKU-031,2.0,284.96,142.48,0
2025-04-07,SKU-021,1.0,45.85,45.85,0
2025-12-23,SKU-048,12.0,1879.44,156.62,1
2025-04-26,SKU-051,8.0,472.32,59.04,0
2025-04-01,SKU-053,12.0,1034.88,86.24,0
2025-08-21,SKU-018,13.0,984.1,75.7,0
2025-11-12,SKU-042,13.0,743.6,57.2,0
2025-08-11,SKU-004,1.0,292.01,292.01,1
2026-06-27,SKU-036,11.0,532.73,48.43,0
2025-07-12,SKU-045,1.0,180.06,180.06,0
2025-08-08,SKU-027,2.0,69.22,34.61,0
2026-08-25,SKU-035,1.0,39.02,39.02,0
2025-07-28,SKU-035,1.0,39.02,39.02,0
2026-02-03,SKU-004,2.0,760.68,380.34,0
2026-02-10,SKU-016,16.0,450.4,28.15,0
2024-08-14,SKU-044,4.0,448.48,112.12,1
2026-07-24,SKU-005,3.0,1471.8,490.6,0
2026-01-19,SKU-002,5.0,921.8,184.36,0
2025-01-11,SKU-042,9.0,514.8,57.2,0
2025-04-13,SKU-004,5.0,1901.7,380.34,0
2026-03-09,SKU-042,8.0,457.6,57.2,0
2025-10-20,SKU-007,8.0,3362.96,420.37,0
2024-10-06,SKU-016,13.0,365.95,28.15,0
2024-04-22,SKU-015,5.0,290.15,58.03,0
2026-05-08,SKU-004,4.0,1521.36,380.34,0
2026-08-17,SKU-042,17.0,747.49,43.97,1
2026-07-09,SKU-016,12.0,337.8,28.15,0
2025-04-22,SKU-032,15.0,1405.65,93.71,0
2024-03-25,SKU-027,4.0,138.44,34.61,0
2025-07-18,SKU-006,6.0,866.04,144.34,0
2026-01-25,SKU-051,1.0,59.04,59.04,0
2026-08-28,SKU-022,13.0,825.76,63.52,0
2025-07-30,SKU-044,1.0,125.02,125.02,0
2024-12-04,SKU-015,7.0,406.21,58.03,0
2025-08-19,SKU-003,9.0,2066.76,229.64,1
2025-12-03,SKU-052,7.0,1548.68,221.24,0
2024-02-24,SKU-005,3.0,1471.8,490.6,0
2025-07-04,SKU-027,7.0,216.58,30.94,1
2024-07-04,SKU-044,0.0,0.0,108.69,1
2024-12-13,SKU-012,2.0,458.4,229.2,0
2024-12-11,SKU-011,1.0,220.84,220.84,0
2026-07-26,SKU-035,1.0,39.02,39.02,0
2024-12-12,SKU-031,17.0,2422.16,142.48,0
2024-10-12,SKU-008,5.0,1406.5,281.3,1
