date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-05-26,SKU-058,49.0,102,25,70
2025-05-26,SKU-059,109.0,0,21,105
2025-05-26,SKU-060,43.0,140,15,177
2025-06-02,SKU-001,,0,21,55
2025-06-02,SKU-002,85.0,115,26,97
2025-06-02,SKU-003,45.0,129,25,161
2025-06-02,SKU-004,13.0,118,29,69
2025-06-02,SKU-005,56.0,0,24,51
2025-06-02,SKU-006,0.0,51,28,307
2025-06-02,SKU-007,0.0,69,38,276
2025-06-02,SKU-008,25.0,133,31,37
2025-06-02,SKU-009,92.0,0,45,33
2025-06-02,SKU-010,,0,27,121
2025-06-02,SKU-011,68.0,0,25,27
2025-06-02,SKU-012,124.0,0,41,103
2025-06-02,SKU-013,64.0,51,14,181
2025-06-02,SKU-014,111.0,0,7,94
2025-06-02,SKU-015,161.0,0,11,72
2025-06-02,SKU-016,132.0,63,11,151
2025-06-02,SKU-017,178.0,0,14,7
2025-06-02,SKU-018,25.0,73,8,75
2025-06-02,SKU-019,19.0,140,8,25
2025-06-02,SKU-020,180.0,0,12,100
2025-06-02,SKU-021,43.0,0,14,28
2025-06-02,SKU-022,148.0,103,13,186
2025-06-02,SKU-023,69.0,0,13,14
2025-06-02,SKU-024,94.0,0,11,44
2025-06-02,SKU-025,178.0,0,12,131
2025-06-02,SKU-026,39.0,98,10,76
2025-06-02,SKU-027,33.0,0,7,31
2025-06-02,SKU-028,23.0,0,17,16
2025-06-02,SKU-029,18.0,122,13,22
2025-06-02,SKU-030,26.0,125,15,36
2025-06-02,SKU-031,182.0,0,12,134
2025-06-02,SKU-032,25.0,142,19,264
2025-06-02,SKU-033,79.0,75,18,208
2025-06-02,SKU-034,162.0,128,13,208
2025-06-02,SKU-035,29.0,0,11,17
2025-06-02,SKU-036,134.0,117,17,190
2025-06-02,SKU-037,130.0,0,16,54
2025-06-02,SKU-038,58.0,0,19,57
2025-06-02,SKU-039,153.0,0,16,11
2025-06-02,SKU-040,58.0,0,15,22
2025-06-02,SKU-041,58.0,0,26,8
2025-06-02,SKU-042,83.0,129,18,162
2025-06-02,SKU-043,33.0,74,15,179
2025-06-02,SKU-044,100.0,0,18,49
2025-06-02,SKU-045,21.0,133,24,30
2025-06-02,SKU-046,21.0,56,17,25
2025-06-02,SKU-047,14.0,122,27,25
2025-06-02,SKU-048,155.0,0,24,107
2025-06-02,SKU-049,59.0,0,19,13
2025-06-02,SKU-050,77.0,0,15,3
2025-06-02,SKU-051,80.0,0,20,60
2025-06-02,SKU-052,34.0,123,23,134
2025-06-02,SKU-053,63.0,54,23,296
2025-06-02,SKU-054,178.0,0,30,77
2025-06-02,SKU-055,157.0,0,32,57
2025-06-02,SKU-056,54.0,0,29,26
2025-06-02,SKU-057,90.0,0,31,82
2025-06-02,SKU-058,27.0,102,25,70
2025-06-02,SKU-059,89.0,90,21,105
2025-06-02,SKU-060,125.0,89,15,177
2025-06-09,SKU-001,60.0,0,21,55
2025-06-09,SKU-002,66.0,115,26,97
2025-06-09,SKU-003,12.0,129,25,161
2025-06-09,SKU-004,118.0,0,29,69
2025-06-09,SKU-005,45.0,107,24,51
2025-06-09,SKU-006,0.0,101,28,307
2025-06-09,SKU-007,42.0,85,38,276
2025-06-09,SKU-008,21.0,133,31,37
2025-06-09,SKU-009,88.0,0,45,33
2025-06-09,SKU-010,129.0,0,27,121
2025-06-09,SKU-011,61.0,0,25,27
2025-06-09,SKU-012,109.0,0,41,103
2025-06-09,SKU-013,0.0,51,14,181
2025-06-09,SKU-014,42.0,71,7,94
2025-06-09,SKU-015,133.0,0,11,72
2025-06-09,SKU-016,125.0,144,11,151
2025-06-09,SKU-017,176.0,0,14,7
2025-06-09,SKU-018,66.0,86,8,75
2025-06-09,SKU-019,143.0,0,8,25
2025-06-09,SKU-020,132.0,0,12,100
2025-06-09,SKU-021,34.0,0,14,28
2025-06-09,SKU-022,190.0,0,13,186
2025-06-09,SKU-023,63.0,0,13,14
2025-06-09,SKU-024,80.0,0,11,44
2025-06-09,SKU-025,121.0,129,12,131
2025-06-09,SKU-026,102.0,0,10,76
2025-06-09,SKU-027,8.0,84,7,31
2025-06-09,SKU-028,18.0,0,17,16
2025-06-09,SKU-029,134.0,0,13,22
2025-06-09,SKU-030,143.0,0,15,36
2025-06-09,SKU-031,129.0,89,12,134
2025-06-09,SKU-032,0.0,142,19,264
2025-06-09,SKU-033,96.0,68,18,208
2025-06-09,SKU-034,217.0,0,13,208
2025-06-09,SKU-035,24.0,0,11,17
2025-06-09,SKU-036,199.0,0,17,190
2025-06-09,SKU-037,109.0,0,16,54
2025-06-09,SKU-038,47.0,144,19,57
2025-06-09,SKU-039,149.0,0,16,11
2025-06-09,SKU-040,55.0,0,15,22
2025-06-09,SKU-041,56.0,0,26,8
2025-06-09,SKU-042,174.0,0,18,162
2025-06-09,SKU-043,0.0,74,15,179
2025-06-09,SKU-044,95.0,0,18,49
2025-06-09,SKU-045,10.0,133,24,30
2025-06-09,SKU-046,14.0,56,17,25
2025-06-09,SKU-047,7.0,122,27,25
2025-06-09,SKU-048,125.0,0,24,107
2025-06-09,SKU-049,55.0,0,19,13
2025-06-09,SKU-050,73.0,0,15,3
2025-06-09,SKU-051,64.0,0,20,60
2025-06-09,SKU-052,1.0,123,23,134
2025-06-09,SKU-053,17.0,54,23,296
2025-06-09,SKU-054,170.0,0,30,77
2025-06-09,SKU-055,,0,32,57
2025-06-09,SKU-056,53.0,0,29,26
2025-06-09,SKU-057,78.0,121,31,82
2025-06-09,SKU-058,10.0,102,25,70
2025-06-09,SKU-059,68.0,90,21,105
2025-06-09,SKU-060,77.0,89,15,177
2025-06-16,SKU-001,47.0,72,21,55
2025-06-16,SKU-002,47.0,115,26,97
2025-06-16,SKU-003,115.0,119,25,161
2025-06-16,SKU-004,104.0,0,29,69
2025-06-16,SKU-005,35.0,107,24,51
2025-06-16,SKU-006,0.0,101,28,307
2025-06-16,SKU-007,9.0,85,38,276
2025-06-16,SKU-008,18.0,133,31,37
2025-06-16,SKU-009,86.0,0,45,33
2025-06-16,SKU-010,109.0,61,27,121
2025-06-16,SKU-011,56.0,0,25,27
2025-06-16,SKU-012,97.0,115,41,103
2025-06-16,SKU-013,0.0,74,14,181
2025-06-16,SKU-014,46.0,69,7,94
2025-06-16,SKU-015,98.0,0,11,72
2025-06-16,SKU-016,199.0,0,11,151
2025-06-16,SKU-017,170.0,0,14,7
2025-06-16,SKU-018,107.0,0,8,75
2025-06-16,SKU-019,128.0,0,8,25
2025-06-16,SKU-020,98.0,93,12,100
2025-06-16,SKU-021,26.0,96,14,28
2025-06-16,SKU-022,132.0,60,13,186
2025-06-16,SKU-023,57.0,0,13,14
2025-06-16,SKU-024,51.0,0,11,44
2025-06-16,SKU-025,199.0,0,12,131
2025-06-16,SKU-026,67.0,70,10,76
2025-06-16,SKU-027,68.0,0,7,31
2025-06-16,SKU-028,14.0,98,17,16
2025-06-16,SKU-029,126.0,0,13,22
2025-06-16,SKU-030,139.0,0,15,36
2025-06-16,SKU-031,186.0,0,12,134
2025-06-16,SKU-032,79.0,100,19,264
2025-06-16,SKU-033,39.0,68,18,208
2025-06-16,SKU-034,153.0,143,13,208
2025-06-16,SKU-035,20.0,0,11,17
2025-06-16,SKU-036,150.0,126,17,190
2025-06-16,SKU-037,90.0,0,16,54
2025-06-16,SKU-038,25.0,144,19,57
2025-06-16,SKU-039,144.0,0,16,11
2025-06-16,SKU-040,45.0,0,15,22
2025-06-16,SKU-041,56.0,0,26,8
2025-06-16,SKU-042,129.0,58,18,162
2025-06-16,SKU-043,22.0,111,15,179
2025-06-16,SKU-044,76.0,0,18,49
2025-06-16,SKU-045,,0,24,30
2025-06-16,SKU-046,63.0,0,17,25
2025-06-16,SKU-047,126.0,0,27,25
2025-06-16,SKU-048,100.0,132,24,107
2025-06-16,SKU-049,51.0,0,19,13
2025-06-16,SKU-050,72.0,0,15,3
2025-06-16,SKU-051,54.0,118,20,60
2025-06-16,SKU-052,103.0,73,23,134
2025-06-16,SKU-053,0.0,54,23,296
2025-06-16,SKU-054,156.0,0,30,77
2025-06-16,SKU-055,147.0,0,32,57
2025-06-16,SKU-056,48.0,0,29,26
2025-06-16,SKU-057,64.0,121,31,82
2025-06-16,SKU-058,96.0,0,25,70
2025-06-16,SKU-059,48.0,90,21,105
2025-06-16,SKU-060,114.0,106,15,177
2025-06-23,SKU-001,29.0,72,21,55
2025-06-23,SKU-002,140.0,0,26,97
2025-06-23,SKU-003,78.0,119,25,161
2025-06-23,SKU-004,90.0,0,29,69
2025-06-23,SKU-005,22.0,107,24,51
2025-06-23,SKU-006,0.0,101,28,307
2025-06-23,SKU-007,0.0,85,38,276
2025-06-23,SKU-008,143.0,0,31,37
2025-06-23,SKU-009,84.0,0,45,33
2025-06-23,SKU-010,90.0,61,27,121
2025-06-23,SKU-011,49.0,0,25,27
2025-06-23,SKU-012,81.0,115,41,103
2025-06-23,SKU-013,0.0,74,14,181
2025-06-23,SKU-014,51.0,70,7,94
2025-06-23,SKU-015,58.0,127,11,72
2025-06-23,SKU-016,138.0,108,11,151
2025-06-23,SKU-017,169.0,0,14,7
2025-06-23,SKU-018,58.0,73,8,75
2025-06-23,SKU-019,115.0,0,8,25
2025-06-23,SKU-020,160.0,0,12,100
2025-06-23,SKU-021,20.0,96,14,28
2025-06-23,SKU-022,132.0,64,13,186
2025-06-23,SKU-023,51.0,0,13,14
2025-06-23,SKU-024,31.0,80,11,44
2025-06-23,SKU-025,146.0,0,12,131
2025-06-23,SKU-026,105.0,0,10,76
2025-06-23,SKU-027,47.0,0,7,31
2025-06-23,SKU-028,14.0,98,17,16
2025-06-23,SKU-029,112.0,0,13,22
2025-06-23,SKU-030,128.0,0,15,36
2025-06-23,SKU-031,,105,12,134
2025-06-23,SKU-032,9.0,100,19,264
2025-06-23,SKU-033,52.0,128,18,208
2025-06-23,SKU-034,216.0,0,13,208
2025-06-23,SKU-035,14.0,138,11,17
2025-06-23,SKU-036,99.0,126,17,190
2025-06-23,SKU-037,75.0,0,16,54
2025-06-23,SKU-038,150.0,0,19,57
2025-06-23,SKU-039,141.0,0,16,11
2025-06-23,SKU-040,41.0,0,15,22
2025-06-23,SKU-041,53.0,0,26,8
2025-06-23,SKU-042,89.0,58,18,162
2025-06-23,SKU-043,0.0,111,15,179
2025-06-23,SKU-044,58.0,0,18,49
2025-06-23,SKU-045,131.0,0,24,30
2025-06-23,SKU-046,56.0,0,17,25
2025-06-23,SKU-047,121.0,0,27,25
2025-06-23,SKU-048,77.0,132,24,107
2025-06-23,SKU-049,49.0,0,19,13
2025-06-23,SKU-050,71.0,0,15,3
2025-06-23,SKU-051,43.0,118,20,60
2025-06-23,SKU-052,79.0,73,23,134
2025-06-23,SKU-053,2.0,52,23,296
2025-06-23,SKU-054,141.0,0,30,77
2025-06-23,SKU-055,140.0,0,32,57
2025-06-23,SKU-056,43.0,0,29,26
2025-06-23,SKU-057,60.0,121,31,82
2025-06-23,SKU-058,86.0,0,25,70
2025-06-23,SKU-059,115.0,0,21,105
2025-06-23,SKU-060,62.0,106,15,177
2025-06-30,SKU-001,9.0,72,21,55
2025-06-30,SKU-002,,0,26,97
2025-06-30,SKU-003,46.0,119,25,161
2025-06-30,SKU-004,82.0,0,29,69
2025-06-30,SKU-005,115.0,0,24,51
2025-06-30,SKU-006,0.0,101,28,307
2025-06-30,SKU-007,0.0,85,38,276
2025-06-30,SKU-008,138.0,0,31,37
2025-06-30,SKU-009,82.0,0,45,33
2025-06-30,SKU-010,76.0,61,27,121
2025-06-30,SKU-011,45.0,0,25,27
2025-06-30,SKU-012,68.0,115,41,103
2025-06-30,SKU-013,5.0,121,14,181
2025-06-30,SKU-014,58.0,100,7,94
2025-06-30,SKU-015,145.0,0,11,72
2025-06-30,SKU-016,188.0,0,11,151
2025-06-30,SKU-017,166.0,0,14,7
2025-06-30,SKU-018,89.0,0,8,75
2025-06-30,SKU-019,98.0,0,8,25
2025-06-30,SKU-020,126.0,0,12,100
2025-06-30,SKU-021,108.0,0,14,28
2025-06-30,SKU-022,133.0,104,13,186
2025-06-30,SKU-023,46.0,0,13,14
2025-06-30,SKU-024,85.0,0,11,44
2025-06-30,SKU-025,98.0,52,12,131
2025-06-30,SKU-026,73.0,71,10,76
2025-06-30,SKU-027,24.0,66,7,31
2025-06-30,SKU-028,108.0,0,17,16
2025-06-30,SKU-029,97.0,0,13,22
2025-06-30,SKU-030,114.0,0,15,36
2025-06-30,SKU-031,175.0,0,12,134
2025-06-30,SKU-032,28.0,125,19,264
2025-06-30,SKU-033,0.0,128,18,208
2025-06-30,SKU-034,133.0,101,13,208
2025-06-30,SKU-035,149.0,0,11,17
2025-06-30,SKU-036,171.0,79,17,190
2025-06-30,SKU-037,63.0,0,16,54
2025-06-30,SKU-038,140.0,0,19,57
2025-06-30,SKU-039,138.0,0,16,11
2025-06-30,SKU-040,39.0,0,15,22
2025-06-30,SKU-041,53.0,0,26,8
2025-06-30,SKU-042,92.0,59,18,162
2025-06-30,SKU-043,63.0,102,15,179
2025-06-30,SKU-044,48.0,95,18,49
2025-06-30,SKU-045,117.0,0,24,30
2025-06-30,SKU-046,48.0,0,17,25
2025-06-30,SKU-047,117.0,0,27,25
2025-06-30,SKU-048,51.0,132,24,107
2025-06-30,SKU-049,44.0,0,19,13
2025-06-30,SKU-050,70.0,0,15,3
2025-06-30,SKU-051,149.0,0,20,60
2025-06-30,SKU-052,51.0,73,23,134
2025-06-30,SKU-053,0.0,52,23,296
2025-06-30,SKU-054,133.0,0,30,77
2025-06-30,SKU-055,,0,32,57
2025-06-30,SKU-056,41.0,0,29,26
2025-06-30,SKU-057,45.0,121,31,82
2025-06-30,SKU-058,71.0,0,25,70
2025-06-30,SKU-059,89.0,56,21,105
2025-06-30,SKU-060,115.0,64,15,177
2025-07-07,SKU-001,68.0,0,21,55
2025-07-07,SKU-002,105.0,0,26,97
2025-07-07,SKU-003,128.0,141,25,161
2025-07-07,SKU-004,72.0,0,29,69
2025-07-07,SKU-005,108.0,0,24,51
2025-07-07,SKU-006,49.0,73,28,307
2025-07-07,SKU-007,0.0,85,38,276
2025-07-07,SKU-008,130.0,0,31,37
2025-07-07,SKU-009,79.0,0,45,33
2025-07-07,SKU-010,118.0,85,27,121
2025-07-07,SKU-011,41.0,0,25,27
2025-07-07,SKU-012,56.0,115,41,103
2025-07-07,SKU-013,0.0,121,14,181
2025-07-07,SKU-014,97.0,0,7,94
2025-07-07,SKU-015,102.0,0,11,72
2025-07-07,SKU-016,118.0,57,11,151
2025-07-07,SKU-017,165.0,0,14,7
2025-07-07,SKU-018,39.0,87,8,75
2025-07-07,SKU-019,85.0,0,8,25
2025-07-07,SKU-020,86.0,135,12,100
2025-07-07,SKU-021,93.0,0,14,28
2025-07-07,SKU-022,180.0,51,13,186
2025-07-07,SKU-023,42.0,0,13,14
2025-07-07,SKU-024,,0,11,44
2025-07-07,SKU-025,101.0,145,12,131
2025-07-07,SKU-026,115.0,0,10,76
2025-07-07,SKU-027,68.0,0,7,31
2025-07-07,SKU-028,104.0,0,17,16
2025-07-07,SKU-029,85.0,0,13,22
2025-07-07,SKU-030,106.0,0,15,36
2025-07-07,SKU-031,126.0,136,12,134
2025-07-07,SKU-032,0.0,125,19,264
2025-07-07,SKU-033,79.0,76,18,208
2025-07-07,SKU-034,172.0,89,13,208
2025-07-07,SKU-035,,0,11,17
2025-07-07,SKU-036,115.0,79,17,190
2025-07-07,SKU-037,52.0,62,16,54
2025-07-07,SKU-038,127.0,0,19,57
2025-07-07,SKU-039,136.0,0,16,11
2025-07-07,SKU-040,31.0,0,15,22
2025-07-07,SKU-041,50.0,0,26,8
2025-07-07,SKU-042,53.0,59,18,162
2025-07-07,SKU-043,18.0,102,15,179
2025-07-07,SKU-044,36.0,95,18,49
2025-07-07,SKU-045,110.0,0,24,30
2025-07-07,SKU-046,38.0,0,17,25
2025-07-07,SKU-047,113.0,0,27,25
2025-07-07,SKU-048,158.0,0,24,107
2025-07-07,SKU-049,43.0,0,19,13
2025-07-07,SKU-050,69.0,0,15,3
2025-07-07,SKU-051,137.0,0,20,60
2025-07-07,SKU-052,99.0,111,23,134
2025-07-07,SKU-053,0.0,52,23,296
2025-07-07,SKU-054,123.0,0,30,77
2025-07-07,SKU-055,121.0,0,32,57
2025-07-07,SKU-056,38.0,0,29,26
2025-07-07,SKU-057,159.0,0,31,82
2025-07-07,SKU-058,62.0,103,25,70
2025-07-07,SKU-059,61.0,56,21,105
2025-07-07,SKU-060,49.0,64,15,177
2025-07-14,SKU-001,58.0,0,21,55
2025-07-14,SKU-002,87.0,50,26,97
2025-07-14,SKU-003,88.0,141,25,161
2025-07-14,SKU-004,60.0,135,29,69
2025-07-14,SKU-005,99.0,0,24,51
2025-07-14,SKU-006,15.0,73,28,307
2025-07-14,SKU-007,39.0,136,38,276
2025-07-14,SKU-008,121.0,0,31,37
2025-07-14,SKU-009,76.0,0,45,33
2025-07-14,SKU-010,90.0,85,27,121
2025-07-14,SKU-011,34.0,0,25,27
2025-07-14,SKU-012,43.0,115,41,103
2025-07-14,SKU-013,64.0,128,14,181
2025-07-14,SKU-014,33.0,112,7,94
2025-07-14,SKU-015,70.0,64,11,72
2025-07-14,SKU-016,107.0,75,11,151
2025-07-14,SKU-017,162.0,0,14,7
2025-07-14,SKU-018,98.0,0,8,75
2025-07-14,SKU-019,71.0,0,8,25
2025-07-14,SKU-020,185.0,0,12,100
2025-07-14,SKU-021,85.0,0,14,28
2025-07-14,SKU-022,157.0,113,13,186
2025-07-14,SKU-023,36.0,0,13,14
2025-07-14,SKU-024,49.0,0,11,44
2025-07-14,SKU-025,202.0,0,12,131
2025-07-14,SKU-026,80.0,0,10,76
2025-07-14,SKU-027,47.0,0,7,31
2025-07-14,SKU-028,102.0,0,17,16
2025-07-14,SKU-029,79.0,0,13,22
2025-07-14,SKU-030,97.0,0,15,36
2025-07-14,SKU-031,223.0,0,12,134
2025-07-14,SKU-032,57.0,111,19,264
2025-07-14,SKU-033,26.0,76,18,208
2025-07-14,SKU-034,187.0,111,13,208
2025-07-14,SKU-035,136.0,0,11,17
2025-07-14,SKU-036,142.0,129,17,190
2025-07-14,SKU-037,39.0,62,16,54
2025-07-14,SKU-038,111.0,0,19,57
2025-07-14,SKU-039,134.0,0,16,11
2025-07-14,SKU-040,21.0,77,15,22
2025-07-14,SKU-041,49.0,0,26,8
2025-07-14,SKU-042,68.0,116,18,162
2025-07-14,SKU-043,77.0,98,15,179
2025-07-14,SKU-044,114.0,0,18,49
2025-07-14,SKU-045,96.0,0,24,30
2025-07-14,SKU-046,32.0,0,17,25
2025-07-14,SKU-047,111.0,0,27,25
2025-07-14,SKU-048,139.0,0,24,107
2025-07-14,SKU-049,34.0,0,19,13
2025-07-14,SKU-050,68.0,0,15,3
2025-07-14,SKU-051,122.0,0,20,60
2025-07-14,SKU-052,69.0,111,23,134
2025-07-14,SKU-053,0.0,88,23,296
2025-07-14,SKU-054,115.0,0,30,77
2025-07-14,SKU-055,115.0,0,32,57
2025-07-14,SKU-056,33.0,0,29,26
2025-07-14,SKU-057,146.0,0,31,82
2025-07-14,SKU-058,55.0,103,25,70
2025-07-14,SKU-059,40.0,56,21,105
2025-07-14,SKU-060,52.0,52,15,177
2025-07-21,SKU-001,49.0,83,21,55
2025-07-21,SKU-002,67.0,50,26,97
2025-07-21,SKU-003,59.0,141,25,161
2025-07-21,SKU-004,50.0,135,29,69
2025-07-21,SKU-005,88.0,0,24,51
2025-07-21,SKU-006,0.0,73,28,307
2025-07-21,SKU-007,0.0,136,38,276
2025-07-21,SKU-008,114.0,0,31,37
2025-07-21,SKU-009,74.0,0,45,33
2025-07-21,SKU-010,61.0,85,27,121
2025-07-21,SKU-011,29.0,0,25,27
2025-07-21,SKU-012,150.0,0,41,103
2025-07-21,SKU-013,4.0,128,14,181
2025-07-21,SKU-014,85.0,109,7,94
2025-07-21,SKU-015,107.0,0,11,72
2025-07-21,SKU-016,125.0,53,11,151
2025-07-21,SKU-017,161.0,0,14,7
2025-07-21,SKU-018,50.0,84,8,75
2025-07-21,SKU-019,62.0,0,8,25
2025-07-21,SKU-020,145.0,0,12,100
2025-07-21,SKU-021,73.0,0,14,28
2025-07-21,SKU-022,193.0,0,13,186
2025-07-21,SKU-023,28.0,0,13,14
2025-07-21,SKU-024,29.0,69,11,44
2025-07-21,SKU-025,145.0,0,12,131
2025-07-21,SKU-026,49.0,55,10,76
2025-07-21,SKU-027,21.0,134,7,31
2025-07-21,SKU-028,93.0,0,17,16
2025-07-21,SKU-029,70.0,0,13,22
2025-07-21,SKU-030,82.0,0,15,36
2025-07-21,SKU-031,175.0,0,12,134
2025-07-21,SKU-032,0.0,111,19,264
2025-07-21,SKU-033,59.0,119,18,208
2025-07-21,SKU-034,207.0,104,13,208
2025-07-21,SKU-035,,0,11,17
2025-07-21,SKU-036,86.0,129,17,190
2025-07-21,SKU-037,85.0,0,16,54
2025-07-21,SKU-038,96.0,0,19,57
2025-07-21,SKU-039,132.0,0,16,11
2025-07-21,SKU-040,16.0,77,15,22
2025-07-21,SKU-041,47.0,0,26,8
2025-07-21,SKU-042,30.0,116,18,162
2025-07-21,SKU-043,35.0,98,15,179
2025-07-21,SKU-044,100.0,0,18,49
2025-07-21,SKU-045,92.0,0,24,30
2025-07-21,SKU-046,30.0,0,17,25
2025-07-21,SKU-047,105.0,0,27,25
2025-07-21,SKU-048,113.0,0,24,107
2025-07-21,SKU-049,32.0,0,19,13
2025-07-21,SKU-050,66.0,0,15,3
2025-07-21,SKU-051,107.0,0,20,60
2025-07-21,SKU-052,46.0,111,23,134
2025-07-21,SKU-053,0.0,88,23,296
2025-07-21,SKU-054,108.0,0,30,77
2025-07-21,SKU-055,106.0,0,32,57
2025-07-21,SKU-056,25.0,101,29,26
2025-07-21,SKU-057,134.0,0,31,82
2025-07-21,SKU-058,36.0,103,25,70
2025-07-21,SKU-059,67.0,142,21,105
2025-07-21,SKU-060,1.0,52,15,177
2025-07-28,SKU-001,39.0,83,21,55
2025-07-28,SKU-002,51.0,50,26,97
2025-07-28,SKU-003,169.0,0,25,161
2025-07-28,SKU-004,34.0,135,29,69
2025-07-28,SKU-005,76.0,0,24,51
2025-07-28,SKU-006,0.0,73,28,307
2025-07-28,SKU-007,0.0,136,38,276
2025-07-28,SKU-008,111.0,0,31,37
2025-07-28,SKU-009,71.0,0,45,33
2025-07-28,SKU-010,132.0,0,27,121
2025-07-28,SKU-011,20.0,88,25,27
2025-07-28,SKU-012,139.0,0,41,103
2025-07-28,SKU-013,73.0,113,14,181
2025-07-28,SKU-014,126.0,0,7,94
2025-07-28,SKU-015,82.0,0,11,72
2025-07-28,SKU-016,127.0,145,11,151
2025-07-28,SKU-017,157.0,0,14,7
2025-07-28,SKU-018,85.0,0,8,75
2025-07-28,SKU-019,47.0,0,8,25
2025-07-28,SKU-020,113.0,0,12,100
2025-07-28,SKU-021,65.0,0,14,28
2025-07-28,SKU-022,126.0,117,13,186
2025-07-28,SKU-023,21.0,0,13,14
2025-07-28,SKU-024,77.0,0,11,44
2025-07-28,SKU-025,100.0,103,12,131
2025-07-28,SKU-026,71.0,74,10,76
2025-07-28,SKU-027,137.0,0,7,31
2025-07-28,SKU-028,88.0,0,17,16
2025-07-28,SKU-029,57.0,0,13,22
2025-07-28,SKU-030,72.0,0,15,36
2025-07-28,SKU-031,116.0,96,12,134
2025-07-28,SKU-032,43.0,139,19,264
2025-07-28,SKU-033,,119,18,208
2025-07-28,SKU-034,242.0,0,13,208
2025-07-28,SKU-035,119.0,0,11,17
2025-07-28,SKU-036,166.0,125,17,190
2025-07-28,SKU-037,75.0,0,16,54
2025-07-28,SKU-038,84.0,0,19,57
2025-07-28,SKU-039,130.0,0,16,11
2025-07-28,SKU-040,86.0,0,15,22
2025-07-28,SKU-041,44.0,0,26,8
2025-07-28,SKU-042,100.0,137,18,162
2025-07-28,SKU-043,74.0,84,15,179
2025-07-28,SKU-044,84.0,0,18,49
2025-07-28,SKU-045,82.0,0,24,30
2025-07-28,SKU-046,22.0,81,17,25
2025-07-28,SKU-047,104.0,0,27,25
2025-07-28,SKU-048,96.0,51,24,107
2025-07-28,SKU-049,28.0,0,19,13
2025-07-28,SKU-050,65.0,0,15,3
2025-07-28,SKU-051,93.0,0,20,60
2025-07-28,SKU-052,136.0,0,23,134
2025-07-28,SKU-053,0.0,88,23,296
2025-07-28,SKU-054,93.0,0,30,77
2025-07-28,SKU-055,101.0,0,32,57
2025-07-28,SKU-056,16.0,101,29,26
2025-07-28,SKU-057,122.0,0,31,82
2025-07-28,SKU-058,122.0,0,25,70
2025-07-28,SKU-059,39.0,142,21,105
2025-07-28,SKU-060,0.0,139,15,177
2025-08-04,SKU-001,31.0,83,21,55
2025-08-04,SKU-002,81.0,139,26,97
2025-08-04,SKU-003,143.0,59,25,161
2025-08-04,SKU-004,20.0,135,29,69
2025-08-04,SKU-005,66.0,0,24,51
2025-08-04,SKU-006,23.0,69,28,307
2025-08-04,SKU-007,0.0,136,38,276
2025-08-04,SKU-008,108.0,0,31,37
2025-08-04,SKU-009,69.0,0,45,33
2025-08-04,SKU-010,109.0,66,27,121
2025-08-04,SKU-011,15.0,88,25,27
2025-08-04,SKU-012,124.0,0,41,103
2025-08-04,SKU-013,14.0,113,14,181
2025-08-04,SKU-014,57.0,99,7,94
2025-08-04,SKU-015,53.0,127,11,72
2025-08-04,SKU-016,209.0,0,11,151
2025-08-04,SKU-017,152.0,0,14,7
2025-08-04,SKU-018,35.0,88,8,75
2025-08-04,SKU-019,33.0,0,8,25
2025-08-04,SKU-020,,65,12,100
2025-08-04,SKU-021,55.0,0,14,28
2025-08-04,SKU-022,185.0,91,13,186
2025-08-04,SKU-023,18.0,0,13,14
2025-08-04,SKU-024,53.0,0,11,44
2025-08-04,SKU-025,162.0,0,12,131
2025-08-04,SKU-026,113.0,0,10,76
2025-08-04,SKU-027,112.0,0,7,31
2025-08-04,SKU-028,85.0,0,17,16
2025-08-04,SKU-029,44.0,0,13,22
2025-08-04,SKU-030,64.0,0,15,36
2025-08-04,SKU-031,156.0,0,12,134
2025-08-04,SKU-032,0.0,139,19,264
2025-08-04,SKU-033,75.0,81,18,208
2025-08-04,SKU-034,169.0,134,13,208
2025-08-04,SKU-035,110.0,0,11,17
2025-08-04,SKU-036,111.0,125,17,190
2025-08-04,SKU-037,63.0,0,16,54
2025-08-04,SKU-038,73.0,0,19,57
2025-08-04,SKU-039,126.0,0,16,11
2025-08-04,SKU-040,79.0,0,15,22
2025-08-04,SKU-041,,0,26,8
2025-08-04,SKU-042,48.0,137,18,162
2025-08-04,SKU-043,15.0,84,15,179
2025-08-04,SKU-044,70.0,0,18,49
2025-08-04,SKU-045,73.0,0,24,30
2025-08-04,SKU-046,14.0,81,17,25
2025-08-04,SKU-047,100.0,0,27,25
2025-08-04,SKU-048,63.0,51,24,107
2025-08-04,SKU-049,27.0,0,19,13
2025-08-04,SKU-050,62.0,0,15,3
2025-08-04,SKU-051,84.0,0,20,60
2025-08-04,SKU-052,113.0,91,23,134
2025-08-04,SKU-053,22.0,82,23,296
2025-08-04,SKU-054,88.0,0,30,77
2025-08-04,SKU-055,89.0,0,32,57
2025-08-04,SKU-056,15.0,101,29,26
2025-08-04,SKU-057,109.0,0,31,82
2025-08-04,SKU-058,106.0,0,25,70
2025-08-04,SKU-059,14.0,142,21,105
2025-08-04,SKU-060,0.0,139,15,177
2025-08-11,SKU-001,95.0,0,21,55
2025-08-11,SKU-002,67.0,139,26,97
2025-08-11,SKU-003,106.0,59,25,161
2025-08-11,SKU-004,146.0,0,29,69
2025-08-11,SKU-005,57.0,0,24,51
